CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","SL-12 R/B(2)","1992-005F","EARTH","TEME","UTC","SGP4","2023-01-01T03:32:11.847840","2.13216647","0.00058050","64.2790","113.0490","49.0975","310.1758","0","U","21858","999","22942","0.00000000000000","-0.00000026","0.0000000000000","25498.880","675.369","19135.547","19105.943","ROCKET BODY","LARGE","CIS","1992-01-29","TTMTR","","3728759","221914972","0 SL-12 R/B(2)","1 21858U 92005F   23001.14735935 -.00000026  00000-0  00000-0 0  9992","2 21858  64.2790 113.0490 0005805  49.0975 310.1758  2.13216647229420"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","SL-12 R/B(2)","1992-005F","EARTH","TEME","UTC","SGP4","2023-01-02T13:16:42.525408","2.13216678","0.00057970","64.2794","113.0004","48.8729","309.5488","0","U","21858","999","22945","0.00000000000000","-0.00000040","0.0000000000000","25498.877","675.369","19135.524","19105.961","ROCKET BODY","LARGE","CIS","1992-01-29","TTMTR","","3729583","222012632","0 SL-12 R/B(2)","1 21858U 92005F   23002.55326997 -.00000040  00000-0  00000-0 0  9998","2 21858  64.2794 113.0004 0005797  48.8729 309.5488  2.13216678229458"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","IABS R/B","1992-006C","EARTH","TEME","UTC","SGP4","2023-01-01T09:09:15.482880","1.10786178","0.06351220","9.2440","331.3759","66.6459","299.9473","0","U","21877","999","1388","0.00000000000000","-0.00000171","0.0000000000000","39452.826","1299.801","35580.427","30568.956","ROCKET BODY","","US","1992-02-11","AFETR","","3728952","221971581","0 IABS R/B","1 21877U 92006C   23001.38142920 -.00000171  00000-0  00000-0 0  9997","2 21877   9.2440 331.3759 0635122  66.6459 299.9473  1.10786178 13884"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","IABS R/B","1992-006C","EARTH","TEME","UTC","SGP4","2023-01-01T09:09:15.439680","1.10786182","0.06351080","9.2441","331.3758","66.6469","299.9461","0","U","21877","999","1388","0.00000000000000","-0.00000171","0.0000000000000","39452.825","1299.801","35580.371","30569.010","ROCKET BODY","","US","1992-02-11","AFETR","","3728759","221915710","0 IABS R/B","1 21877U 92006C   23001.38142870 -.00000171  00000-0  00000-0 0  9991","2 21877   9.2441 331.3758 0635108  66.6469 299.9461  1.10786182 13881"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","IABS R/B","1992-006C","EARTH","TEME","UTC","SGP4","2023-01-02T06:49:01.386912","1.10785493","0.06351380","9.2428","331.3677","66.6738","299.9251","0","U","21877","999","1389","0.00000000000000","-0.00000115","0.0000000000000","39452.989","1299.809","35580.663","30569.045","ROCKET BODY","","US","1992-02-11","AFETR","","3729873","222047427","0 IABS R/B","1 21877U 92006C   23002.28404383 -.00000115  00000-0  00000-0 0  9999","2 21877   9.2428 331.3677 0635138  66.6738 299.9251  1.10785493 13890"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T14:56:13","18 SPCS","IABS R/B","1992-006C","EARTH","TEME","UTC","SGP4","2023-01-01T09:09:15.439680","1.10786182","0.06351080","9.2441","331.3758","66.6469","299.9461","0","U","21877","999","1386","0.00000000000000","-0.00000171","0.0000000000000","39452.825","1299.801","35580.371","30569.010","ROCKET BODY","","US","1992-02-11","AFETR","","3728542","221904285","0 IABS R/B","1 21877U 92006C   23001.38142870 -.00000171  00000-0  00000+0 0  9990","2 21877   9.2441 331.3758 0635108  66.6469 299.9461  1.10786182 13869"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","IABS R/B","1992-006C","EARTH","TEME","UTC","SGP4","2023-01-02T06:49:01.311744","1.10785496","0.06351340","9.2428","331.3675","66.6746","299.9243","0","U","21877","999","1389","0.00000000000000","-0.00000115","0.0000000000000","39452.988","1299.809","35580.647","30569.060","ROCKET BODY","","US","1992-02-11","AFETR","","3729583","222012883","0 IABS R/B","1 21877U 92006C   23002.28404296 -.00000115  00000-0  00000-0 0  9992","2 21877   9.2428 331.3675 0635134  66.6746 299.9243  1.10785496 13897"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T00:46:15","18 SPCS","NAVSTAR 24 (USA 79)","1992-009A","EARTH","TEME","UTC","SGP4","2023-01-02T17:42:23.481792","1.91829249","0.00468420","54.2680","211.9450","40.6307","136.1658","0","U","21890","999","22204","0.00000000000000","0.00000102","0.0000000000000","27360.579","750.668","21110.607","20854.282","PAYLOAD","LARGE","US","1992-02-23","AFETR","","3729756","222039002","0 NAVSTAR 24 (USA 79)","1 21890U 92009A   23002.73777178  .00000102  00000-0  00000+0 0  9996","2 21890  54.2680 211.9450 0046842  40.6307 136.1658  1.91829249222048"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","NAVSTAR 24 (USA 79)","1992-009A","EARTH","TEME","UTC","SGP4","2023-01-02T17:42:23.481792","1.91829249","0.00468420","54.2680","211.9450","40.6307","136.1658","0","U","21890","999","22189","0.00000000000000","0.00000102","0.0000000000000","27360.579","750.668","21110.607","20854.282","PAYLOAD","LARGE","US","1992-02-23","AFETR","","3729873","222046426","0 NAVSTAR 24 (USA 79)","1 21890U 92009A   23002.73777178  .00000102  00000-0  00000-0 0  9997","2 21890  54.2680 211.9450 0046842  40.6307 136.1658  1.91829249221890"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","ATLAS 1 CENTAUR R/B","1992-013B","EARTH","TEME","UTC","SGP4","2023-01-01T10:55:06.756384","2.25612883","0.69529130","19.7645","341.1823","251.1857","350.8565","0","U","21907","999","25391","0.00000000000000","-0.00000134","0.0000000000000","24556.092","638.261","35251.593","1104.320","ROCKET BODY","LARGE","US","1992-03-14","AFETR","","3728759","221914974","0 ATLAS 1 CENTAUR R/B","1 21907U 92013B   23001.45493931 -.00000134  00000-0  00000-0 0  9997","2 21907  19.7645 341.1823 6952913 251.1857 350.8565  2.25612883253918"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T06:46:13","18 SPCS","ATLAS 1 CENTAUR R/B","1992-013B","EARTH","TEME","UTC","SGP4","2023-01-01T01:23:17.456352","2.25612901","0.69529590","19.7646","341.3061","250.9585","28.3339","0","U","21907","999","25397","0.00000000000000","-0.00000144","0.0000000000000","24556.090","638.261","35251.704","1104.206","ROCKET BODY","LARGE","US","1992-03-14","AFETR","","3728146","221895030","0 ATLAS 1 CENTAUR R/B","1 21907U 92013B   23001.05784093 -.00000144  00000-0  00000+0 0  9995","2 21907  19.7646 341.3061 6952959 250.9585  28.3339  2.25612901253973"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","ATLAS 1 CENTAUR R/B","1992-013B","EARTH","TEME","UTC","SGP4","2023-01-02T08:02:18.575808","2.25612856","0.69527990","19.7644","340.9079","251.6889","345.5896","0","U","21907","999","25393","0.00000000000000","-0.00000113","0.0000000000000","24556.094","638.262","35251.317","1104.600","ROCKET BODY","LARGE","US","1992-03-14","AFETR","","3729583","222012634","0 ATLAS 1 CENTAUR R/B","1 21907U 92013B   23002.33493722 -.00000113  00000-0  00000-0 0  9990","2 21907  19.7644 340.9079 6952799 251.6889 345.5896  2.25612856253939"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","NAVSTAR 25 (USA 80)","1992-019A","EARTH","TEME","UTC","SGP4","2023-01-01T06:48:49.569120","1.87659718","0.00313880","55.7894","348.9282","317.2241","150.8015","0","U","21930","999","21775","0.00000000000000","-0.00000098","0.0000000000000","27764.369","767.346","21473.380","21299.087","PAYLOAD","LARGE","US","1992-04-10","AFETR","","3728759","221913974","0 NAVSTAR 25 (USA 80)","1 21930U 92019A   23001.28390705 -.00000098  00000-0  00000-0 0  9994","2 21930  55.7894 348.9282 0031388 317.2241 150.8015  1.87659718217758"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","NAVSTAR 25 (USA 80)","1992-019A","EARTH","TEME","UTC","SGP4","2023-01-01T23:59:18.199680","1.87659746","0.00313900","55.7892","348.9036","317.2443","274.2399","0","U","21930","999","21776","0.00000000000000","-0.00000100","0.0000000000000","27764.366","767.346","21473.383","21299.079","PAYLOAD","LARGE","US","1992-04-10","AFETR","","3729873","222047181","0 NAVSTAR 25 (USA 80)","1 21930U 92019A   23001.99951620 -.00000100  00000-0  00000-0 0  9995","2 21930  55.7892 348.9036 0031390 317.2443 274.2399  1.87659746217768"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","ARIANE 44L+ DEB (SPELDA)","1992-021D","EARTH","TEME","UTC","SGP4","2023-01-02T08:06:13.170816","3.86871378","0.60709730","4.3335","332.4908","179.3002","182.4655","0","U","21942","999","34769","0.00217280000000","0.00003451","0.0000000000000","17140.525","372.217","21168.356","356.423","DEBRIS","LARGE","FR","1992-04-15","FRGUI","","3729583","222013878","0 ARIANE 44L+ DEB (SPELDA)","1 21942U 92021D   23002.33765244  .00003451  00000-0  21728-2 0  9998","2 21942   4.3335 332.4908 6070973 179.3002 182.4655  3.86871378347692"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","ARIANE 44L+ DEB (SPELDA)","1992-021D","EARTH","TEME","UTC","SGP4","2023-01-01T19:44:27.786912","3.86867763","0.60709620","4.3334","332.8955","178.4964","185.0583","0","U","21942","999","34767","0.00242510000000","0.00003849","0.0000000000000","17140.631","372.220","21168.508","356.484","DEBRIS","LARGE","FR","1992-04-15","FRGUI","","3728952","221972087","0 ARIANE 44L+ DEB (SPELDA)","1 21942U 92021D   23001.82254383  .00003849  00000-0  24251-2 0  9993","2 21942   4.3334 332.8955 6070962 178.4964 185.0583  3.86867763347672"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","ARIANE 44L+ DEB (SPELDA)","1992-021D","EARTH","TEME","UTC","SGP4","2023-01-02T20:27:57.678624","3.86874842","0.60709940","4.3331","332.0870","180.1057","179.8637","0","U","21942","999","34771","0.00214030000000","0.00003392","0.0000000000000","17140.422","372.213","21168.227","356.347","DEBRIS","LARGE","FR","1992-04-15","FRGUI","","3729873","222045930","0 ARIANE 44L+ DEB (SPELDA)","1 21942U 92021D   23002.85275091  .00003392  00000-0  21403-2 0  9995","2 21942   4.3331 332.0870 6070994 180.1057 179.8637  3.86874842347717"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T00:56:12","18 SPCS","ARIANE 44L+ DEB (SPELDA)","1992-021D","EARTH","TEME","UTC","SGP4","2023-01-01T19:44:27.786912","3.86867763","0.60709620","4.3334","332.8955","178.4964","185.0583","0","U","21942","999","34777","0.00242510000000","0.00003849","0.0000000000000","17140.631","372.220","21168.508","356.484","DEBRIS","LARGE","FR","1992-04-15","FRGUI","","3728884","221965219","0 ARIANE 44L+ DEB (SPELDA)","1 21942U 92021D   23001.82254383  .00003849  00000-0  24251-2 0  9993","2 21942   4.3334 332.8955 6070962 178.4964 185.0583  3.86867763347773"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","ARIANE 44L+ DEB (SPELDA)","1992-021D","EARTH","TEME","UTC","SGP4","2023-01-01T07:22:42.622464","3.86863923","0.60709690","4.3338","333.2999","177.6898","187.6632","0","U","21942","999","34765","0.00240040000000","0.00003812","0.0000000000000","17140.745","372.224","21168.703","356.517","DEBRIS","LARGE","FR","1992-04-15","FRGUI","","3728759","221914225","0 ARIANE 44L+ DEB (SPELDA)","1 21942U 92021D   23001.30743776  .00003812  00000-0  24004-2 0  9991","2 21942   4.3338 333.2999 6070969 177.6898 187.6632  3.86863923347658"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-05T15:06:12","18 SPCS","CRRES DEB (CANISTER)","1990-065S","EARTH","TEME","UTC","SGP4","2023-01-02T21:36:59.243616","3.58775173","0.63010260","17.6896","239.4679","282.0071","17.9800","0","U","21948","999","31742","0.00048995000000","0.00001913","0.0000000000000","18024.100","401.366","23002.997","288.933","DEBRIS","MEDIUM","US","1990-07-25","AFETR","","3732720","222234777","0 CRRES DEB (CANISTER)","1 21948U 90065S   23002.90068569  .00001913  00000-0  48995-3 0  9996","2 21948  17.6896 239.4679 6301026 282.0071  17.9800  3.58775173317429"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T07:06:16","18 SPCS","CRRES DEB (CANISTER)","1990-065S","EARTH","TEME","UTC","SGP4","2023-01-01T05:29:39.855264","3.58768431","0.63011830","17.6891","240.6245","279.8656","18.7799","0","U","21948","999","31736","0.00057608000000","0.00002230","0.0000000000000","18024.326","401.373","23003.648","288.733","DEBRIS","MEDIUM","US","1990-07-25","AFETR","","3729147","221998019","0 CRRES DEB (CANISTER)","1 21948U 90065S   23001.22893351  .00002230  00000-0  57608-3 0  9999","2 21948  17.6891 240.6245 6301183 279.8656  18.7799  3.58768431317362"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","CRRES DEB (CANISTER)","1990-065S","EARTH","TEME","UTC","SGP4","2023-01-01T05:29:39.855264","3.58768431","0.63011830","17.6891","240.6245","279.8656","18.7799","0","U","21948","999","31739","0.00057608000000","0.00002230","0.0000000000000","18024.326","401.373","23003.648","288.733","DEBRIS","MEDIUM","US","1990-07-25","AFETR","","3728759","221915714","0 CRRES DEB (CANISTER)","1 21948U 90065S   23001.22893351  .00002230  00000-0  57608-3 0  9999","2 21948  17.6891 240.6245 6301183 279.8656  18.7799  3.58768431317395"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T03:14:03","18 SPCS","CRRES DEB (CANISTER)","1990-065S","EARTH","TEME","UTC","SGP4","2023-01-02T21:36:59.243616","3.58775173","0.63010260","17.6896","239.4679","282.0071","17.9800","0","U","21948","999","31745","0.00048995000000","0.00001913","0.0000000000000","18024.100","401.366","23002.997","288.933","DEBRIS","MEDIUM","US","1990-07-25","AFETR","","3730926","222096216","0 CRRES DEB (CANISTER)","1 21948U 90065S   23002.90068569  .00001913  00000-0  48995-3 0  9996","2 21948  17.6896 239.4679 6301026 282.0071  17.9800  3.58775173317452"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","DELTA 2 R/B(2)","1992-027C","EARTH","TEME","UTC","SGP4","2023-01-01T11:11:34.874304","2.05330103","0.64795920","23.0628","338.8568","336.3157","3.7632","0","U","21966","999","22983","0.00000000000000","-0.00000362","0.0000000000000","26147.696","701.310","36712.201","2826.921","ROCKET BODY","LARGE","US","1992-05-14","AFETR","","3728952","221972338","0 DELTA 2 R/B(2)","1 21966U 92027C   23001.46637586 -.00000362  00000-0  00000-0 0  9997","2 21966  23.0628 338.8568 6479592 336.3157   3.7632  2.05330103229830"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","DELTA 2 R/B(2)","1992-027C","EARTH","TEME","UTC","SGP4","2023-01-02T22:15:20.184480","2.05329054","0.64796950","23.0597","338.5735","336.8191","3.6589","0","U","21966","999","22986","0.00000000000000","-0.00000275","0.0000000000000","26147.785","701.313","36712.617","2826.683","ROCKET BODY","LARGE","US","1992-05-14","AFETR","","3729873","222046181","0 DELTA 2 R/B(2)","1 21966U 92027C   23002.92731695 -.00000275  00000-0  00000-0 0  9998","2 21966  23.0597 338.5735 6479695 336.8191   3.6589  2.05329054229861"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T06:56:13","18 SPCS","DELTA 2 R/B(2)","1992-027C","EARTH","TEME","UTC","SGP4","2023-01-01T22:52:49.859040","2.05329727","0.64796030","23.0619","338.7624","336.4832","3.7284","0","U","21966","999","22990","0.00000000000000","-0.00000337","0.0000000000000","26147.728","701.311","36712.282","2826.903","ROCKET BODY","LARGE","US","1992-05-14","AFETR","","3729138","221997655","0 DELTA 2 R/B(2)","1 21966U 92027C   23001.95335485 -.00000337  00000-0  00000+0 0  9995","2 21966  23.0619 338.7624 6479603 336.4832   3.7284  2.05329727229907"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","DELTA 2 R/B(2)","1992-027C","EARTH","TEME","UTC","SGP4","2023-01-01T22:52:49.859040","2.05329727","0.64796030","23.0619","338.7624","336.4832","3.7284","0","U","21966","999","22984","0.00000000000000","-0.00000337","0.0000000000000","26147.728","701.311","36712.282","2826.903","ROCKET BODY","LARGE","US","1992-05-14","AFETR","","3729583","222013137","0 DELTA 2 R/B(2)","1 21966U 92027C   23001.95335485 -.00000337  00000-0  00000-0 0  9996","2 21966  23.0619 338.7624 6479603 336.4832   3.7284  2.05329727229840"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T06:56:13","18 SPCS","SL-12 R/B(2)","1992-047F","EARTH","TEME","UTC","SGP4","2023-01-02T01:58:42.924000","2.13332891","0.00031830","64.8249","345.4114","297.2466","244.1063","0","U","22061","999","23706","0.00000000000000","-0.00000070","0.0000000000000","25489.616","675.001","19119.594","19103.368","ROCKET BODY","LARGE","CIS","1992-07-30","TTMTR","","3729138","221997561","0 SL-12 R/B(2)","1 22061U 92047F   23002.08244125 -.00000070  00000-0  00000+0 0  9993","2 22061  64.8249 345.4114 0003183 297.2466 244.1063  2.13332891237069"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","SL-12 R/B(2)","1992-047F","EARTH","TEME","UTC","SGP4","2023-01-02T01:58:42.924000","2.13332891","0.00031830","64.8249","345.4114","297.2466","244.1063","0","U","22061","999","23697","0.00000000000000","-0.00000070","0.0000000000000","25489.616","675.001","19119.594","19103.368","ROCKET BODY","LARGE","CIS","1992-07-30","TTMTR","","3729583","222013884","0 SL-12 R/B(2)","1 22061U 92047F   23002.08244125 -.00000070  00000-0  00000-0 0  9994","2 22061  64.8249 345.4114 0003183 297.2466 244.1063  2.13332891236978"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","OPTUS B1 R/B(STAR 63F)","1992-054C","EARTH","TEME","UTC","SGP4","2023-01-01T22:17:26.639520","2.23002877","0.72538740","23.2944","308.3891","255.7398","20.7665","0","U","22089","999","24468","0.00056712000000","0.00000169","0.0000000000000","24747.321","645.732","36320.581","417.791","ROCKET BODY","LARGE","AUS","1992-08-13","XSC","","3729583","222013143","0 OPTUS B1 R/B(STAR 63F)","1 22089U 92054C   23001.92878055  .00000169  00000-0  56712-3 0  9991","2 22089  23.2944 308.3891 7253874 255.7398  20.7665  2.23002877244685"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","NAVSTAR 27 (USA 84)","1992-058A","EARTH","TEME","UTC","SGP4","2023-01-01T04:51:57.176640","1.87562080","0.00155250","54.7046","209.8699","25.5355","334.6040","0","U","22108","999","21933","0.00000000000000","0.00000101","0.0000000000000","27774.003","767.746","21438.987","21352.749","PAYLOAD","LARGE","US","1992-09-09","AFETR","","3728759","221915221","0 NAVSTAR 27 (USA 84)","1 22108U 92058A   23001.20274510  .00000101  00000-0  00000-0 0  9996","2 22108  54.7046 209.8699 0015525  25.5355 334.6040  1.87562080219332"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","NAVSTAR 27 (USA 84)","1992-058A","EARTH","TEME","UTC","SGP4","2023-01-02T06:27:24.025248","1.87562097","0.00155290","54.7046","209.8334","25.5811","334.5609","0","U","22108","999","21935","0.00000000000000","0.00000107","0.0000000000000","27774.002","767.746","21438.997","21352.736","PAYLOAD","LARGE","US","1992-09-09","AFETR","","3729583","222013394","0 NAVSTAR 27 (USA 84)","1 22108U 92058A   23002.26902807  .00000107  00000-0  00000-0 0  9996","2 22108  54.7046 209.8334 0015529  25.5811 334.5609  1.87562097219359"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T03:14:03","18 SPCS","NAVSTAR 27 (USA 84)","1992-058A","EARTH","TEME","UTC","SGP4","2023-01-02T19:15:07.375680","1.87562106","0.00155300","54.7045","209.8152","25.6055","334.5371","0","U","22108","999","21936","0.00000000000000","0.00000108","0.0000000000000","27774.001","767.746","21438.999","21352.733","PAYLOAD","LARGE","US","1992-09-09","AFETR","","3730926","222095723","0 NAVSTAR 27 (USA 84)","1 22108U 92058A   23002.80216870  .00000108  00000-0  00000-0 0  9995","2 22108  54.7045 209.8152 0015530  25.6055 334.5371  1.87562106219367"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T14:36:14","18 SPCS","MOLNIYA 3-42","1992-067A","EARTH","TEME","UTC","SGP4","2023-01-02T00:57:16.912512","2.20434513","0.64193920","64.6764","195.1614","263.7761","24.9199","0","U","22178","999","22889","0.00000000000000","0.00000225","0.0000000000000","24939.177","653.255","34570.477","2551.607","PAYLOAD","LARGE","CIS","1992-10-14","PKMTR","","3729348","222002248","0 MOLNIYA 3-42","1 22178U 92067A   23002.03977908  .00000225  00000-0  00000+0 0  9992","2 22178  64.6764 195.1614 6419392 263.7761  24.9199  2.20434513228895"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","MOLNIYA 3-42","1992-067A","EARTH","TEME","UTC","SGP4","2023-01-02T00:57:16.912512","2.20434513","0.64193920","64.6764","195.1614","263.7761","24.9199","0","U","22178","999","8443","0.00000000000000","0.00000225","0.0000000000000","24939.177","653.255","34570.477","2551.607","PAYLOAD","LARGE","CIS","1992-10-14","PKMTR","","3729583","222013145","0 MOLNIYA 3-42","1 22178U 92067A   23002.03977908  .00000225  00000-0  00000-0 0  9993","2 22178  64.6764 195.1614 6419392 263.7761  24.9199  2.20434513 84435"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","SL-6 R/B(2)","1992-067D","EARTH","TEME","UTC","SGP4","2023-01-01T20:49:35.027328","2.00802473","0.69333090","64.4261","286.5997","266.8259","18.8377","0","U","22181","999","21811","0.00000000000000","0.00000611","0.0000000000000","26539.280","717.123","38561.648","1760.642","ROCKET BODY","LARGE","CIS","1992-10-14","PKMTR","","3729583","222012896","0 SL-6 R/B(2)","1 22181U 92067D   23001.86776652  .00000611  00000-0  00000-0 0  9999","2 22181  64.4261 286.5997 6933309 266.8259  18.8377  2.00802473218119"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","SL-6 R/B(2)","1992-069D","EARTH","TEME","UTC","SGP4","2023-01-01T12:14:49.257312","2.02833090","0.65294310","67.8393","192.7853","30.6456","359.3161","0","U","22192","999","21873","0.00000000000000","-0.00000567","0.0000000000000","26361.855","709.943","37196.512","2770.929","ROCKET BODY","LARGE","CIS","1992-10-21","PKMTR","","3728759","221915724","0 SL-6 R/B(2)","1 22192U 92069D   23001.51029233 -.00000567  00000-0  00000-0 0  9992","2 22192  67.8393 192.7853 6529431  30.6456 359.3161  2.02833090218739"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","SL-6 R/B(2)","1992-069D","EARTH","TEME","UTC","SGP4","2023-01-02T11:54:52.623360","2.02832027","0.65301060","67.8396","192.7068","30.6166","359.3992","0","U","22192","999","21875","0.00000000000000","-0.00000612","0.0000000000000","26361.947","709.947","37198.443","2769.181","ROCKET BODY","LARGE","CIS","1992-10-21","PKMTR","","3729583","222012897","0 SL-6 R/B(2)","1 22192U 92069D   23002.49644240 -.00000612  00000-0  00000-0 0  9992","2 22192  67.8396 192.7068 6530106  30.6166 359.3992  2.02832027218752"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","NAVSTAR 28 (USA 85)","1992-079A","EARTH","TEME","UTC","SGP4","2023-01-01T07:06:14.304960","1.89108409","0.00263350","55.2286","157.2679","337.3344","22.5257","0","U","22231","999","3825","0.00000000000000","0.00000074","0.0000000000000","27622.392","761.468","21317.000","21171.513","PAYLOAD","LARGE","US","1992-11-22","AFETR","","3728952","221971597","0 NAVSTAR 28 (USA 85)","1 22231U 92079A   23001.29599890  .00000074  00000-0  00000-0 0  9995","2 22231  55.2286 157.2679 0026335 337.3344  22.5257  1.89108409 38254"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","COSMOS 2222","1992-081A","EARTH","TEME","UTC","SGP4","2023-01-01T18:52:20.419680","2.00596733","0.75113670","60.3372","263.5809","212.8601","62.3065","0","U","22238","999","22055","0.00159510000000","0.00006594","0.0000000000000","26557.423","717.858","40127.544","231.033","PAYLOAD","LARGE","CIS","1992-11-25","PKMTR","","3729583","222012649","0 COSMOS 2222","1 22238U 92081A   23001.78634745  .00006594  00000-0  15951-2 0  9994","2 22238  60.3372 263.5809 7511367 212.8601  62.3065  2.00596733220554"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T14:36:13","18 SPCS","COSMOS 2222","1992-081A","EARTH","TEME","UTC","SGP4","2023-01-02T18:47:46.529952","2.00610061","0.75118970","60.3370","263.4006","212.9052","62.1978","0","U","22238","999","22055","0.00154300000000","0.00006616","0.0000000000000","26556.247","717.810","40126.891","229.333","PAYLOAD","LARGE","CIS","1992-11-25","PKMTR","","3730402","222078706","0 COSMOS 2222","1 22238U 92081A   23002.78317743  .00006616  00000-0  15430-2 0  9998","2 22238  60.3370 263.4006 7511897 212.9052  62.1978  2.00610061220551"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-04T03:14:03","18 SPCS","COSMOS 2222","1992-081A","EARTH","TEME","UTC","SGP4","2023-01-02T18:47:46.529952","2.00610061","0.75118970","60.3370","263.4006","212.9052","62.1978","0","U","22238","999","22057","0.00154300000000","0.00006616","0.0000000000000","26556.247","717.810","40126.891","229.333","PAYLOAD","LARGE","CIS","1992-11-25","PKMTR","","3730926","222095498","0 COSMOS 2222","1 22238U 92081A   23002.78317743  .00006616  00000-0  15430-2 0  9998","2 22238  60.3370 263.4006 7511897 212.9052  62.1978  2.00610061220573"
